

MESSAGE: Pygame initialized for simulation.

RUN: run status: enemy: 1; fitness: 13.002787726235885; player life: 0; enemy life: 80.0; time: 148

RUN: run status: enemy: 2; fitness: 30.55326262833369; player life: 0; enemy life: 60.0; time: 232

RUN: run status: enemy: 3; fitness: 3.840944700785471; player life: 0; enemy life: 90.0; time: 174

RUN: run status: enemy: 4; fitness: 38.59312001393069; player life: 0; enemy life: 50.0; time: 606

RUN: run status: enemy: 5; fitness: 90.7809073455395; player life: 65.80000000000032; enemy life: 0; time: 330

RUN: run status: enemy: 6; fitness: -5.831882477283517; player life: 0; enemy life: 100; time: 341

RUN: run status: enemy: 7; fitness: -2.70805020110221; player life: 0; enemy life: 100; time: 15

RUN: run status: enemy: 8; fitness: 89.1557442025855; player life: 50.80000000000031; enemy life: 0; time: 374

RUN: run status: enemy: 1; fitness: 13.002787726235885; player life: 0; enemy life: 80.0; time: 148

RUN: run status: enemy: 2; fitness: 30.55326262833369; player life: 0; enemy life: 60.0; time: 232

RUN: run status: enemy: 3; fitness: 3.840944700785471; player life: 0; enemy life: 90.0; time: 174

RUN: run status: enemy: 4; fitness: 38.59312001393069; player life: 0; enemy life: 50.0; time: 606

RUN: run status: enemy: 5; fitness: 90.72090734553952; player life: 65.20000000000033; enemy life: 0; time: 330

RUN: run status: enemy: 6; fitness: -5.831882477283517; player life: 0; enemy life: 100; time: 341

RUN: run status: enemy: 7; fitness: -2.70805020110221; player life: 0; enemy life: 100; time: 15

RUN: run status: enemy: 8; fitness: 89.1557442025855; player life: 50.80000000000031; enemy life: 0; time: 374

RUN: run status: enemy: 1; fitness: 13.002787726235885; player life: 0; enemy life: 80.0; time: 148

RUN: run status: enemy: 2; fitness: 30.55326262833369; player life: 0; enemy life: 60.0; time: 232

RUN: run status: enemy: 3; fitness: 3.840944700785471; player life: 0; enemy life: 90.0; time: 174

RUN: run status: enemy: 4; fitness: 38.59312001393069; player life: 0; enemy life: 50.0; time: 606

RUN: run status: enemy: 5; fitness: 91.88957298262515; player life: 76.00000000000023; enemy life: 0; time: 302

RUN: run status: enemy: 6; fitness: -5.831882477283517; player life: 0; enemy life: 100; time: 341

RUN: run status: enemy: 7; fitness: -2.70805020110221; player life: 0; enemy life: 100; time: 15

RUN: run status: enemy: 8; fitness: 89.1557442025855; player life: 50.80000000000031; enemy life: 0; time: 374

RUN: run status: enemy: 1; fitness: 13.002787726235885; player life: 0; enemy life: 80.0; time: 148

RUN: run status: enemy: 2; fitness: 30.55326262833369; player life: 0; enemy life: 60.0; time: 232

RUN: run status: enemy: 3; fitness: 3.840944700785471; player life: 0; enemy life: 90.0; time: 174

